PARAMETER VALUES EVOLUTION
==========================

                 steady0    steady1a    steady1b      steady2       steady3      steady4       steady6      steady7  
ES_psin          0          0.28        0.28          0.28          0.28         0.28          0.28         0.28     
ES_psit          0          0.2         -0.04155      -0.04155      -0.04155     -0.04155      -0.04152     -0.04152 
ES_rhocg         0.9        0.9         0.9           0.9           0.9          0.9           0.9          0.9      
ES_rhoig         0.9        0.9         0.9           0.9           0.9          0.9           0.9          0.9      
ES_rhorp         0.9        0.9         0.9           0.9           0.9          0.9           0.9          0.9      
ES_rhotauc       0.9        0.9         0.9           0.9           0.9          0.9           0.9          0.9      
ES_rhotaud       0.9        0.9         0.9           0.9           0.9          0.9           0.9          0.9      
ES_rhotauk       0.9        0.9         0.9           0.9           0.9          0.9           0.9          0.9      
ES_rhotaun       0.9        0.9         0.9           0.9           0.9          0.9           0.9          0.9      
ES_rhotauwf      0.9        0.9         0.9           0.9           0.9          0.9           0.9          0.9      
ES_rhotauwh      0.9        0.9         0.9           0.9           0.9          0.9           0.9          0.9      
ES_rhotr         0.9        0.9         0.9           0.9           0.9          0.9           0.9          0.9      
ES_rhowcst       0.9        0.9         0.9           0.9           0.9          0.9           0.9          0.9      
ES_rhozcon       0.9        0.9         0.9           0.9           0.9          0.9           0.9          0.9      
ES_rhozinv       0.9        0.9         0.9           0.9           0.9          0.9           0.9          0.9      
ES_rhozn         0.9        0.9         0.9           0.9           0.9          0.9           0.9          0.9      
ES_rhozt         0.9        0.9         0.9           0.9           0.9          0.9           0.9          0.9      
ES_sigma         1          1           1             1             1            1             1            1        
ES_size          0.07143    0.07143     0.07143       0.07143       0.07143      0.07143       0.01971      0.01971  
ES_xin           0.1        0.92        0.92          0.92          0.92         0.92          0.92         0.92     
ES_xih           0.1        0.92        0.92          0.92          0.92         0.92          0.92         0.92     
ES_xii           0.1        0.75        0.75          0.75          0.75         0.75          0.75         0.75     
ES_xij           0.1        0.75        0.75          0.75          0.75         0.75          0.75         0.75     
ES_xix           0.1        0.75        0.75          0.75          0.75         0.75          0.75         0.75     
ES_zeta          2          2           2             2             2            2             2            2        
ES_eta           1.1        4.33        4.33          4.33          4.33         4.33          4.33         4.33     
ES_etai          1.1        4.33        4.33          4.33          4.33         4.33          4.33         4.33     
ES_etaj          1.1        4.33        4.33          4.33          4.33         4.33          4.33         4.33     
ES_thetan        1.1        3           3             3             3            3             3            3        
ES_thetat        1.1        6           6             6             6            6             6            6        
ES_upsilont      1          1           1.2           1.2           1.2          1.2           1.2          1.2      
ES_upsilontr     1          1           0.6667        0.6667        0.6667       0.6667        0.6667       0.6667   
ESRA_rerbar      1          1           1.006         1.006         1.011        1.011         0.8704       0.8704   
